DISEASES_spacy,DRUGS_spacy,DISEASES_BERT,DRUGS_BERT
bone marrow aspirate,,,
myelodysplasia,,,
leukemia chromosomal and cytogenetic studies,,,
oedema,dexamethasone,,
rash,calcium,,
angioedema,vitamin d,,
neutrophilic dermatosis,,,
sweet syndrome,,,
febrile neutrophilic dermatosis,,,
hypercalcemic,,,
neutrophilic dermatosis,acyclovir,,
myelodysplasia,vanco,,
,ceftriaxone,,
,decadron,,
,pamidronate,,
hallucinating,,,
sinus tenderness rhinorrhea,,,
congestion,,,
shortness of breath,,,
chest pain,,,
tightness palpitations,,,
nausea vomiting diarrhea constipation,,,
abdominal pain,,,
dysuria,,,
arthralgias,,,
myalgias,,,
,glucose,,
,creat na,,
,calcium,,
,ethanol,,
atelectasis,glucose,,
pneumonia,,,
acute hemorrhage,,,
paraspinal abscess,,,
discitis,,,
osteomyelitis,,,
lung malignancy,,,
adenoma,,,
fever,consolidations,,
cough,,,
pneumonia,,,
lymphadenopathy,,,
fractures,,,
encephalopathy,,,
toxic metabolic disturbances,,,
infection,,,
encephalopathies,,,
aortic regurgitation,,,
mitral regurgitation,,,
pericardial effusion,,,
aortic or mitral regurgitation,,,
sweets syndrome,,,
leukocytosis,,,
cough,,,
consolidations,,,
pneumonia,vancomycin,,
listeria meningitis,ceftriaxone,,
infectious disease,ampicillin,,
encephalitis,doxycyline,,
fever,tte,,
delirium,dexamethasone,,
infectious meningoencephalitis abscess,steroid,,
infection,,,
metabolic endocrine hypercalcemia,,,
uremia hepatic encephalopathy,,,
febrile,,,
hydrocephalus,,,
encephalopathy,,,
leukocytosis,calcium,,
myelodysplastic syndrome,pamidronate,,
leukocytosis,calcium,,
hypotension,calcium,,
low blood pressures,pamidronate,,
carcinoid syndrome,chromogranin a,,
lung cancer,argatroban,,
carcinod endocrine,,,
carcinoid,,,
hiaa,,,
clot respiratory failure,,,
lymphadenopathy,omeprazole,,
,nystatin susp,,
,heparin,,
,bisacodyl,,
,ibuprofen,,
,qid,,
,acetaminophen,,
,dexamethasone,,
hypoxemia,,,
respiratory failure acute respiratory distress syndrome,,,
acute renal failure,,,
jaundice,,,
pain,,,
cholecystitis,glucose urea,,
biliary colic,creat sodium potassium chloride,,
anorexia,lactate,,
pain,creatinine,,
fever,,,
pericardial effusion,,,
adenopathy,,,
pleural effusion,,,
atelectasis,,,
pneumothorax,,,
atelectasis,,,
lymphadenopathy,,,
pleural effusion,,,
fever jaundice,,,
tenderness,,,
fever jaundice,,,
tenderness,,,
cholecystitis,,,
fatty infiltration,,,
hemangioma,,,
pleural effusion,,,
aortic valve stenosis,,,
aortic regurgitation,,,
mitral regurgitation,,,
effusion,,,
pericardial effusion,,,
endocarditis,,,
iver lesion,,,
fever,,,
liver lesion,,,
abnormal lesions,,,
pneumatosis,,,
pleural effusion,,,
lower lobe atelectases,,,
effusion,,,
strep,vancomycin,,
purulent,,,
fever,,,
empyema,,,
colitis,flagyl,,
lower lobe pneumonia,,,
pleural empyema,,,
clostridium dificile colitis,,,
epilepsy,gastaut,,
intellectual disability,,,
lethargy,,,
somnolent,,,
cough,,,
congestion,,,
fever,,,
seizure,,,
convulsive,aspirin,,
somnolent,,,
neurologic deficits,ethanol,,
cough congestion,,,
headache,,,
chest pain shortness of breath nausea vomiting abdominal pain,,,
,proate ammonia calcium phosphate magnesium glucose urea,,
,creat sodium potassium chloride,,
,lactate,,
,nitrite,,
,glucose,,
,ketone,,
,bilirubin,,
pneumonia,,,
bibasilar atelectasis,,,
pneumonia,,,
malignancy,,,
pleural effusion,,,
aortic stenosis,thin,,
aortic regurgitation,,,
mitral regurgitation,,,
mitral valve prolapse,,,
pericardial effusion,,,
vein thrombosis,,,
,glucose,,
,creat na,,
,calcium,,
,calcium,,
,iron,,
epilepsy,uptitration,,
intellectual impairment,,,
somnolence,,,
upper respiratory tract infection,,,
pneumonia,,,
somnolence,,,
pneumonia,,,
lethargy,,,
cough,,,
seizure,ceftriaxone,,
lower lobe pneumonia,azithromycin,,
somnolence,,,
pneumonia,,,
epilepsy,,,
encephalopathic,clobazam,,
epilepsy,uptitrated,,
toxic metabolic encephalopathy,,,
somnolence,levetiracetam,,
somnolence,lacosamide,,
pneumonia,depakote,,
desaturation,,,
,azithromycin,,
,heparin,,
seizures,lovenox,,
bleed,coumadin,,
epileptic,coumadin,,
,coumadin,,
bleed obstructive sleep apnea,coumadin,,
,lovenox,,
,coumadin,,
cpap,folate,,
nasal cpap,iron,,
anemia,,,
hypoproliferative anemia,,,
,dilantin,,
,dilantin,,
,lovenox,,
,coumadin,,
,clobazam,,
pneumonia,qam,,
epilepsy,qpm zonisamide,,
,lacosamide,,
,sertraline,,
,loratadine,,
,gastaut,,
cirrhosis,lactulose,,
gastric angioectasia,,,
seizure,,,
hepatic encephalopathy,,,
hypotension,,,
pleural effusion,ciprofloxacin,,
,glucose,,
,creat na,,
,calcium,,
,folate,,
,lactate,,
,glucose,,
,creat na,,
,ampicillin,,
,linezolid,,
,nitrofurantoin,,
,tetracycline,,
,vancomycin,,
ascites,,,
pleural effusion,,,
pneumothorax,,,
pleural effusion,,,
edema,,,
pneumothorax,,,
bradycardia,,,
left anterior hemiblock,,,
cirrhosis nash,,,
gastric angioectasia,,,
seizure,lactulose,,
hypotension,,,
hypotension,,,
hypovolemia,,,
encephalopathy,,,
,lactulose,,
,rifaximin,,
,lactulose,,
urinary tract infection,vancomycin,,
end stage renal disease,daptomycin,,
effusion,rifaximin ursodiol lactulose,,
cirrhosis,lasix,,
cirrhosis,sevelamer,,
ascites,,,
hypotension,,,
bleeding,heparin,,
pleural effusion,vitamin k,,
seizure,levetiracetam,,
coagulopathy,furosemide,,
,pantoprazole,,
,ursodiol,,
,sevelamer,,
,propranolol,,
,rifaximin,,
,lactulose,,
,glargine,,
,qhs insulin lispro,,
,34590,,
gastric cancer s p partial gastrectomy and billroth,,,
nstemi,,,
aortic stenosis,,,
bleeds,,,
bleeding,,,
bleeding,,,
gastro jejunal anastamotic polyps,,,
bleeding,,,
dysplasia,,,
gastric carcinoma,,,
carcinoma,,,
abscess,,,
right inguinal hernia,glucose urea,,
,creat sodium potassium chloride,,
,calcium phosphate magnesium,,
pleural effusions left greater,,,
hematoma,,,
anemia,,,
constipation,tylenol,,
pain,senna,,
pain,,,
right inguinal hernia,,,
pain,,,
hernia,,,
pain,,,
gastric cancer,atorvastatin,,
abscess,metoprolol tartrate,,
blood loss anemia,lansoprazole,,
,mirtazapine,,
,docusate sodium,,
,senna,,
,acetaminophen,,
coronary artery disease,heparin,,
hypotensive,,,
low blood pressures,,,
hypotensive,,,
emesis,,,
,dopamine,,
,neosynephrine,,
,levophed,,
,glucose,,
,creat na,,
,calcium,,
,glucose lactate,,
,glucose,,
,creat na,,
,calcium,,
vessel coronary disease,,,
vessel occlusion,,,
stenosis,,,
hypotension,,,
hypertension,,,
vessel coronary artery disease,,,
patent celiac superior mesenteric artery,,,
mesenteric ischemia,,,
cardiac arrest,oxygen,,
depressed cardiac output,nitric oxide,,
shock,,,
cardiac arrest,,,
vein thrombosis,,,
ventricular hypertrophy,,,
aortic regurgitation,,,
mitral regurgitation,,,
pulmonary artery systolic hypertension,,,
pericardial effusion,,,
pulmonary artery systolic hypertension,,,
aortic regurgitation,,,
pain,,,
chest pain,,,
hypotension,heparin,,
nstemi,,,
hypotensive,,,
cardiac lesion,,,
fever,,,
pulmonary embolism,,,
shock,,,
arrest,,,
arrest,,,
,vancomycin,,
,linezolid,,
,doxasosin,,
,coumadin,,
,multivitamins,,
,norepinephrine,,
,sodium bicarbonate,,
,phenylephrine,,
cardiac arrest,allopurinol,,
,piperacillin tazobactam,,
,aspirin,,
,atorvastatin,,
,ranitidine,,
,calcium carbonate,,
,ciprofloxacin hcl,,
,dopamine,,
,docusate sodium,,
,famotidine,,
,vancomycin,,
,ferrous sulfate,,
,vitamin d,,
,trazodone,,
,insulin,,
bacteremia,diltiazem,,
respiratory failure cardiogenic shock ileus,,,
htn anemia disphagia,,,
ulcers,,,
hypotension,,,
hypotension,diltiazem,,
cough chest pain,tylenol,,
abdominal pain,diltiazem,,
,ceftriaxone,,
,diltiazem,,
,diltiazem,,
pain,glucose,,
,creat na,,
cardiomegaly,calcium,,
pneumonia,calcium,,
,lactate,,
,lactate,,
cardiomegaly,glucose,,
,creat na,,
,calcium,,
,iron,,
proteus mirabilis,lactate,,
proteus mirabilis ampicillin,ampicillin sulbactam,,
fever,cefazolin,,
urosepsis,cefepime,,
,ceftazidime,,
,ceftriaxone,,
,cefuroxime,,
,ciprofloxacin,,
,gentamicin,,
,meropenem,,
,piperacillin,,
,piperacillin,,
,tobramycin,,
,trimethoprim sulfa,,
sepsis,lactate,,
febrile,lactate,,
leukocytosis,ceftriaxone,,
,vancomycin,,
proteus,cephalosporins,,
,cefpodoxime,,
,cefuroxime,,
,cefpodoxime,,
,cefuroxime,,
sepsis,cephalosporin atrial fibrillation,,
fever,diltiazem,,
hypotension,diltiazem,,
,diltiazem,,
,diltiazem,,
,uptitrated,,
,qid,,
epistaxis,qid,,
,coumadin,,
hypernatremia,na,,
dry,,,
hypotension,,,
hypernatremia,,,
anemia,,,
anemia,folate,,
anemia,iron,,
macrocytic,,,
troponins,,,
bibasilar opacifications,,,
urosepsis,iron sulfate,,
atrial fibrillation anemia dysphagia,omeprazole,,
,vitamin b,,
,folic acid,,
,ropinerole,,
,tylenol,,
,seroquel,,
,aricept,,
fracture,metronidazole,,
pneumonia,,,
hypotension,,,
diarrhea,,,
hypotensive,lactate,,
abdominal pain,flagyl,,
pancolitis,,,
headache sinus tenderness rhinorrhea,glucose,,
congestion,creat na,,
shortness of breath cough dyspnea,,,
wheezing,,,
chest pain,,,
arthralgias,,,
myalgias,,,
edema,,,
air bowel,,,
scoliosis,,,
atelectasis,,,
pleural effusion,,,
aneurysmal,,,
pneumothorax,,,
pneumonia,,,
sepsis,,,
hypotension diarrhea,,,
leukocytosis,,,
hypotension,,,
hypoalbuminemia,,,
colitis,,,
abdominal pain,morphine,,
death,atenolol,,
death,docusate,,
sepsis,dorzolamide,,
,enalapril,,
,ferrous sulfate,,
,flagyl,,
,heparin,,
,qhs,,
dlucolax,omeprazole,,
,timolol,,
,acetaminophen,,
,tramadol,,
,xanax,,
,V1588,,
htn,lasix,,
lower extremity edema,,,
cough fever fatigue,augmentin,,
chest pain dizziness,glucose,,
,creat na,,
haziness,,,
atelectasis,,,
pleural effusion,,,
pleural effusion,,,
head w,,,
hemorrhage,,,
chronic microvascular ischemia paranasal sinus mucosal disease,,,
cortical irritability,,,
encephalopathy,,,
infections toxic metabolic abnormalities ischemia,,,
,cipro,,
,creatinine,,
,epinephrine levophed vasopressin,,
,propofol,,
respiratory distress,lasix,,
,flagyl,,
hypotension,creatinine,,
,vasopressin,,
,neosynphrine,,
,vasopressin,,
,creaintine,,
,cefepime,,
,vanco,,
pneumonia,vanco cefepime,,
,flagyl,,
gout,aspirin,,
heart block,allopurinol,,
htn le,simvastatin,,
cellulitis lipids emphysema colon ca parkinsons,ferrous sulfate,,
claudication venoud stasis s p cabg hernia,lisinopril,,
,furosemide,,
,atenolol,,
infection,ribavirin,,
fever,,,
nausea emesis,,,
nausea and vomiting,,,
nausea,,,
lethargy,,,
throat,,,
swelling,,,
pain myalgias,,,
fever,ceftriaxone,,
cough abdominal pain,vancomycin,,
transaminitis,morphine,,
febrile,tylenol,,
,oxycodone,,
abdominal abscess,,,
atelectasis,,,
nonobstructing renal calculi,,,
ventricular hypertrophy,,,
aortic valve stenosis trace aortic regurgitation,,,
mitral regurgitation,,,
pulmonary artery systolic,,,
hypertension,,,
pericardial effusion,,,
nonobstructing renal calculi,,,
renal calculi,,,
splenomegaly,,,
pleural effusion,,,
splenomegaly,,,
right pleural effusion,,,
pneumonia,,,
pleural effusion,,,
liver lesion,,,
pleural effusion,,,
porta hepatis small right,,,
pleural effusion,,,
cirrhosis,,,
abdominal pain,,,
myalgias headache cough,,,
viremia,valganciclovir,,
acute renal failure microabscesses,ganciclovir,,
cholangitis,valganciclovir,,
viremia,,,
retinitis,,,
fibrosis,,,
fibrosis,,,
fibrosis,,,
luminal occlusion,,,
venous outflow obstruction,,,
inflammation,,,
extensive hemorrhagic necrosis,,,
bacterial infection sepsis,bactrim,,
biliary obstruction,,,
cholestatic fibrosis,,,
fibrosis,,,
acute kidney injury,ribavirin,,
cryoglobulinemia,ribavirin,,
proteinuria,creatinine,,
,tacrolimus nephrotoxicity,,
,creatinine,,
renal dysfunction,creatinine,,
bacterial infection,bactrim,,
fevers,levaquin,,
cholangitis,flagyl,,
pneumonia,vancomycin,,
headache,,,
normocytic anemia,,,
chronic disease likely small oozing from cmv colitis,,,
gastric erosion,,,
gastritis,,,
arthritis,epogen,,
infection,metoprolol,,
cryoglobulinemia,lamivudine,,
myalgias,pantoprazol,,
arthralgias,,,
hypertension,,,
,bactrim,,
,cellcept,,
,insulin,,
,metoprolol,,
,pegylated interferon alpha,,
,gabapentin,,
,iron,,
,epogen,,
,prograf,,
,ribavirin,,
pain,5720,,
liver hcv acute kidney injury normocytic anemia hypertension,,,
hypertension,,,
chest tightness,glucose,,
throat pain,creat na,,
multivessel coronary disease,glucose,,
,creat na,,
bibasal atelectasis,,,
pleural effusion,,,
pneumothorax,,,
thrombus,,,
atheroma,,,
pulmonic valve pulmonary artery normal pulmonic valve leaflet pericardium no pericardial effusion,,,
thrombus,,,
atrial septal defect,,,
atheroma,phenylephrine,,
aortic stenosis,,,
aortic regurgitation,,,
mitral valve prolapse,,,
mitral regurgitation,,,
pericardial effusion,,,
,vasopressors,,
pain,,,
coronary artery disease hypertension hyperlipidemia,plavix,,
bipolar disorder,metoprolol,,
,cocaine,,
drowsiness,tylenol overdose,,
,tylenol,,
,tylenol,,
,tylenol,,
abdominal pain,tylenol,,
sleepiness,tylenol,,
obtunded,zofran,,
ill,,,
vomiting dry,,,
liver and renal failure,acetaminophen,,
bipolar disorder,green,,
hepatitis c,heroin,,
obtundation,,,
bdominal pain,lactate,,
pain,glucose urea,,
fever,creat sodium potassium chloride,,
chills no vomiting,calcium phosphate magnesium,,
diarrhea,,,
hazy sp la,,,
,nitrite,,
,glucose,,
,bilirubin,,
,lactate,,
,glucose urea,,
,creat sodium potassium chloride,,
,calcium phosphate magnesium,,
,ammonia,,
,tot prot iron,,
,osmolal,,
,lactate,,
,lactate,,
,glucose lactate,,
,glucose urea,,
,creat sodium potassium chloride,,
,calcium phosphate magnesium,,
,ethanol,,
,ethanol,,
,urea,,
hazy,sodium,,
,osmolal,,
,cocaine,,
,nitrite,,
,glucose,,
,bilirubin,,
amorph,,,
sinus tachycardia,,,
pneumothorax,,,
hematoma,,,
pleural effusion,er lobe consolidations,,
edema,,,
uncal herniation,,,
herniation,,,
tonsillar herniation,,,
infarct,,,
fracture,,,
edema,,,
tonsillar herniation,,,
bleeding,,,
pleural effusions,,,
consolidations,,,
pneumonitis anasarca,,,
ascites,,,
valvular aortic stenosis,,,
aortic regurgitation,,,
mitral valve prolapse,,,
mitral regurgitation,,,
pericardial effusion,,,
tachycardia,,,
valvular disease,,,
tachycardia,,,
edema,cocaine,,
acute cholecystitis,tylenol overdose renal,,
liver disease,,,
hypoalbuminemia,,,
bipolar disorder,,,
death,,,
herniation acute fulminant,,,
liver failure,tylenol overdose,,
fulminant liver failure,acetaminophen,,
,acetylcysteine,,
autoimmune shock liver hemochromatosis liver cancer,cocaine,,
sepsis,cocaine benzodiazepines,,
liver failure,,,
tibc low,,,
inflammation,,,
shock,tte,,
sinus tachycardia,calcium,,
,glucose,,
vomiting,propofol,,
coagulopathy,,,
retroperitoneal bleed,,,
,ativan,,
,labetalol,,
tonsillar herniation,mannitol,,
death,hepatitis c,,
coagulopathy bleeding,,,
death,,,
respiratory insufficiency,,,
vomiting for airway protection cxr showed bilateral basilar infiltrates,levofloxacin,,
acute lung injury,propofol,,
pneumonia,ativan,,
renal failure,labetalol,,
prerenal azotemia,,,
renal failure,phosphate,,
liver failure,cocaine,,
hematemesis,pantoprazole,,
leukocytosis,,,
corynebacterium,fusobacterium nucleatum beta lactamase negative surveillance blood,,
pneumoniae,levofloxacin,,
hypoglycemia,,,
hematemesis,glucose,,
death,glucose,,
allergies,heparin,,
,tylenol,,
left sided weakness,E9800,,
neuropathy,,,
headaches,,,
headaches,,,
trauma,,,
hematoma,,,
effusion,,,
pneumothorax,,,
subfalcine herniation,,,
hematoma,,,
hematoma,,,
subarachnoid hemorrhage,,,
hemorrhage,,,
ventricular hypertrophy,,,
aortic valve stenosis,,,
mitral regurgitation,keppra,,
pericardial effusion,,,
embolism,,,
aortic valve stenosis,,,
aortic valve stenosis,,,
seizure,,,
hematoma,,,
hemorrhage,,,
stroke,,,
hemorrhage,,,
subarachnoid hemorrhage,,,
hematoma,,,
subarachnoid hemorrhage,,,
seizure,keppra,,
fever,vancomycin tobramycin,,
right frontal infarct dilantin,cefepime,,
seizure,cocci,,
febrile,,,
seizure,,,
seizure,,,
seizures,,,
pain,,,
,cefepime,,
stenosis,calcium,,
embolus,cefepime,,
,bactrim,,
,lasix,,
,bromocritine,,
,lasix,,
hematoma obstructive sleep,levothyroxine testosterone vit,,
apnea pituitary insufficiency thrombocytopenia,multivitamin,,
anemia,,,
right frontal infarct,,,
aluate,,,
pneumothorax,,,
lucency,,,
pneumothorax,,,
pleural effusion,,,
pneumothorax,glucose,,
,creat na,,
depressed lvef right ventricle normal rv chamber size and free wall motion aorta mildly dilated aortic sinus focal calcifications,,,
atheroma,ated,,
atheroma,,,
mitral annular calcification,,,
pulmonic valve pulmonary artery pulmonic,,,
cardial effusion,,,
atrial fibrillation,,,
akinetic,ting of medications regional left ventricular wall motion n normal h hypokinetic,,
atrial septal defect,,,
depressed lvef right ventricular chamber size and free wall motion,,,
atheroma,,,
atheroma,,,
aortic stenosis,,,
aortic regurgitation,,,
mitral valve prolapse of the anterior,,,
mitral regurgitation,epinephrine,,
pericardial effusion,phenylephrine,,
left ventricular systolic dysfunction,,,
atrial fibrillation,creat na,,
,heparin,,
,coumadin,,
,propofol,,
,coumadin,,
htn,coumadin,,
anemia,zocor omeprazole lasix,,
arthritis,iron,,
right hernia,,,
mets,,,
pericardial effusion,,,
pleural effusion,,,
,adriamycin,,
,vancomycin,,
,levofloxacin,,
cardiac tamponade,doxycylcine,,
esophagitis,taxotere,,
pleural and pericardial fluid,gemzar,,
malignancy,adriamycin,,
transudative,para,,
pleural effusion upper lobes,,,
tumor,,,
bone mets,,,
ascites,glucose urea,,
,creat sodium potassium chloride,,
,calcium phosphate,,
pulm edema effusions,,,
breast cancer,,,
pulm edema,,,
pulmonary edema,,,
pleural effusion,,,
lung cancer,,,
pulmonary edema,,,
pleural effusion,,,
pneumothorax,adriamycin,,
pulmonary edema,,,
mets,,,
pericardial effusion s p pericardial,,,
pleural effusion,,,
,vancomycin,,
,levofloxacin,,
hypoxia,,,
metabolic acidosis,,,
thoracic surgeon social worker support provided hd patient,,,
esophagitis,,,
cancer,,,
hypertension,,,
pain,,,
esophagitis,,,
breast cancer,,,
hypertension,,,
pain,,,
heart block,nitro,,
htn,heparin,,
chest pain,,,
shortness of breath,,,
chest pain,,,
shortness of breath,,,
,floxacin,,
cough,aspirin,,
lthough,morphine,,
cough,,,
cough,,,
bibasilar opacities left,glucose urea,,
infection pneumonia,creat sodium potassium chloride,,
pleural effusion bibasilar atelectasis,,,
pleural effusion,,,
copd,,,
heart block,,,
htn,,,
pleuritic pain,,,
chest pain,,,
copd,,,
opacity,,,
pneumonia,,,
leukocytosis,,,
cough,,,
infection,,,
pneumonia,terazosin,,
acute urinary retention,,,
copd,terazosin,,
wheezing,oxygen,,
,tiotroprium,,
hyperlipidemia,warfarin,,
lower extremity,aspirin,,
edema,plavix,,
urinary obstruction,zocor,,
,lisinopril,,
,lasix,,
,lasix,,
,qpm restless,,
,mirapex,,
,qhs,,
pneumothorax urinary retention,oxygen,,
hyperlipidemia,aspirin,,
,plavix,,
,lasix,,
,lasix,,
,qpm,,
,mirapex,,
,qhs zocor,,
,atenolol,,
,tiotropium bromide,,
,terazosin,,
lower extremity edema chronic obstructive pulmonary disease,V46,,
traumatic brain injury,,,
trauma,lactate,,
meningitis,ceftriaxone,,
,ativan,,
,valium,,
,benzo,,
hypertensive gastropathy,keppra,,
,glucose,,
,creat na,,
totbili pm blood lipase pm blood ctropnt am blood ck mb ctropnt pm blood albumin,calcium,,
sinus tachycardia,osmolal,,
left ventricular hypertrophy,ethanol acetmnp,,
